MOMO80II20250107,m4b80ii20250107_139510,CỬA HÀNG XUÂN THUỶ,CỬA HÀNG XUÂN THUỶ,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOTX5X20250107,m4btx5x20250107_139400,BÁNH BAO NAM SANH,BÁNH BAO NAM SANH,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOSIT520250107,m4bsit520250107_139711,NHA KHOA BẢO NGHI,NHA KHOA BẢO NGHI,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOPAZQ20250107,m4bpazq20250107_139653,ĐINH VĂN ƯỚC,ĐINH VĂN ƯỚC,Grocery,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMORU7720250107,m4bru7720250107_139505,PHỐ TEA & COFFEE,PHỐ TEA & COFFEE,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOO4Y520250107,m4bo4y520250107_139452,GIA DỤNG TỔNG HỢP THÀNH TRUNG,GIA DỤNG TỔNG HỢP THÀNH TRUNG,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOXIXY20250107,m4bxixy20250107_139465,RADIO COFFEE,RADIO COFFEE,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOFOIG20250107,m4bfoig20250107_139167,NHUNG BÒ,NHUNG BÒ,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOGGOP20250107,m4bggop20250107_139431,TIỆM ĐIỆN LƯỢNG,TIỆM ĐIỆN LƯỢNG,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOIMED20250107,m4bimed20250107_139716,CUA HANG BUN DAU MAN TOM,CUA HANG BUN DAU MAN TOM,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMORMI020250108,m4brmi020250108_139719,BÁNH MÌ MOMMY,BÁNH MÌ MOMMY,Fast food,Phạm Thị Mai Chi,FNB,FOOD,FAST FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOGWS920250107,m4bgws920250107_139917,GIẶT SẤY MINT,GIẶT SẤY MINT,Barber and Beauty Shops,Phạm Thị Mai Chi,SERVICE,BEAUTY & SPA,CLINIC / SALON,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOVIY520250107,m4bviy520250107_139987,XE DIEN THANH BINH,XE DIEN THANH BINH,Phones/Laptop/PC,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOBGUZ20250107,m4bbguz20250107_139993,BẠC LINH ANH,BẠC LINH ANH,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOAUS020250108,m4baus020250108_140267,TẠP HOÁ VINH CHIẾN,TẠP HOÁ VINH CHIẾN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOXXOW20250108,m4bxxow20250108_140010,TRÁI CÂY CÔ THẾ,TRÁI CÂY CÔ THẾ,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOLRE520250108,m4blre520250108_139995,THỨC ĂN PHẠM THỊ NGUYỆT,THỨC ĂN PHẠM THỊ NGUYỆT,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOJI2220250108,m4bji2220250108_139916,HỦ TIẾU CÔ NHI,HỦ TIẾU CÔ NHI,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOKKQM20250108,m4bkkqm20250108_140072,NGUYEN THI DIEM HUONG,NGUYEN THI DIEM HUONG,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMONW4O20250108,m4bnw4o20250108_140220,CỬA HÀNG THỊT LỢN CHỊ QUYỀN,CỬA HÀNG THỊT LỢN CHỊ QUYỀN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO6VA320250108,m4b6va320250108_139967,COFFEE DK,COFFEE DK,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO4XUL20250108,m4b4xul20250108_140262,PHAM HAI LUU LAP,PHAM HAI LUU LAP,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOK5KJ20250108,m4bk5kj20250108_140312,GIẶC SẤY 68,GIẶC SẤY 68,Laundry,Phạm Thị Mai Chi,SERVICE,HOME & MAINTENANCE,LAUNDRY,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOQY9A20250108,m4bqy9a20250108_140190,CỬA HÀNG THỊT LƠN SẠCH - PHẠM THỊ THU HẰNG,CỬA HÀNG THỊT LƠN SẠCH - PHẠM THỊ THU HẰNG,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOZWPP20250108,m4bzwpp20250108_140017,TÀI CHÍNH ĐỖ CHÍNH,TÀI CHÍNH ĐỖ CHÍNH,Playground,Phạm Thị Mai Chi,SERVICE,ENTERTAINMENT,SPORTS / RECREATION / PLAYGROUND,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOOL6G20250108,m4bol6g20250108_139825,XÔI MẸ HIỀN,XÔI MẸ HIỀN,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOIMOK20250108,m4bimok20250108_139794,CỬA HÀNG TẠP HOÁ CƯỜNG NGUYÊN,CỬA HÀNG TẠP HOÁ CƯỜNG NGUYÊN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO9PYZ20250108,m4b9pyz20250108_139973,HỦ TIẾU VÒNG XOAY,HỦ TIẾU VÒNG XOAY,Food shop (Dining),Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO9HUK20250104,m4b9huk20250104_140666,PHÒNG KHÁM VĂN MINH,PHÒNG KHÁM VĂN MINH,Spa/Massage,Phạm Thị Mai Chi,SERVICE,BEAUTY & SPA,SPA / MASSAGE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOWM1Y20250107,m4bwm1y20250107_140604,SHOP LẠC VINTAGE,SHOP LẠC VINTAGE,Clothes,Phạm Thị Mai Chi,RETAIL,SHOPPING,FASHION / ACCESSORIES,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOI6LA20250109,m4bi6la20250109_140595,TẠP HOÁ NGỌC THU,TẠP HOÁ NGỌC THU,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOPQJB20250109,m4bpqjb20250109_140649,SỮA CÔ HIỀN,SỮA CÔ HIỀN,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOHR0Y20250109,m4bhr0y20250109_140685,H20 SNEAKER & LABS,H20 SNEAKER & LABS,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOF4HI20250110,m4bf4hi20250110_141361,OH FRUITS 1,OH FRUITS 1,Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMODARK20250110,m4bdark20250110_140934,JULY BABY & MOM,JULY BABY & MOM,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOCYQO20250110,m4bcyqo20250110_141096,CHỊ ĐIỆP,CHỊ ĐIỆP,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOXYS020250110,m4bxys020250110_141034,TẠP HOÁ ÁNH HƯƠNG,TẠP HOÁ ÁNH HƯƠNG,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO8IZD20250110,m4b8izd20250110_140989,VƯƠNG LASER,VƯƠNG LASER,barber and Beauty Shops,Phạm Thị Mai Chi,SERVICE,BEAUTY & SPA,CLINIC / SALON,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOBFZW20250110,m4bbfzw20250110_140973,CỬA HÀNG VẬT TƯ KIM KHÍ LÝ NGHỊ,CỬA HÀNG VẬT TƯ KIM KHÍ LÝ NGHỊ,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOYZDL20250110,m4byzdl20250110_141213,CỬA HÀNG TẠP HOÁ THAO THU,CỬA HÀNG TẠP HOÁ THAO THU,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOYC9820250110,m4byc9820250110_141104,SH MART,SH MART,Grocery,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO9ZSK20250110,m4b9zsk20250110_140940,CAFE GARAGE,CAFE GARAGE,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO0GNF20250110,m4b0gnf20250110_141057,NƯỚC MÍA CÔ ÚT,NƯỚC MÍA CÔ ÚT,Other Food and Beverage,Phạm Thị Mai Chi,FNB,BEVERAGE,BEVERAGE - OTHER,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOXJ8S20250110,m4bxj8s20250110_140950,CƠ SỞ TIỆN - SƠN THÀNH,CƠ SỞ TIỆN - SƠN THÀNH,Auto maintenance,Phạm Thị Mai Chi,SERVICE,HOME & MAINTENANCE,AUTO MAINTENANCE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOVVQI20250110,m4bvvqi20250110_140958,NEWDAYS JAPANESE MATCHA CAFE,NEWDAYS JAPANESE MATCHA CAFE,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMONAHH20250110,m4bnahh20250110_140967,KIOT COFFE ROBOT VTG,KIOT COFFE ROBOT VTG,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOSW2W20250110,m4bsw2w20250110_141041,CAFE THƠM,CAFE THƠM,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOUOEC20250110,m4buoec20250110_141061,VI TÍNH NGỌC TÚ,VI TÍNH NGỌC TÚ,Phones/Laptop/PC,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOYV1T20250110,m4byv1t20250110_140936,APPLE QI,APPLE QI,Electronics store,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO8MYV20250110,m4b8myv20250110_141336,TẠP HOÁ CHÚ XUYÊN,TẠP HOÁ CHÚ XUYÊN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOFDR220250110,m4bfdr220250110_141171,TẠP HÓA DUNG DÂN DÃ,TẠP HÓA DUNG DÂN DÃ,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOQJYZ20250110,m4bqjyz20250110_141058,CƠM CHIÊN GIA KHANG,CƠM CHIÊN GIA KHANG,Food shop (Dining),Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOK1EL20250110,m4bk1el20250110_141122,CỬA HÀNG ANH BA,CỬA HÀNG ANH BA,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOJADN20250110,m4bjadn20250110_140908,QUẢNG QUYÊN,QUẢNG QUYÊN,Grocery,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOVW8F20250110,m4bvw8f20250110_140903,CỬA HÀNG PHÚ HUYỀN,CỬA HÀNG PHÚ HUYỀN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOKIKJ20250110,m4bkikj20250110_141325,VNPT VINAPHONE PHONG ĐIỀN,VNPT VINAPHONE PHONG ĐIỀN,Phones/Laptop/PC,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOBXPW20250110,m4bbxpw20250110_141035,MOLI - AMAZON,MOLI - AMAZON,Milk tea shop,Phạm Thị Mai Chi,FNB,BEVERAGE,MILK TEA,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOP92X20250110,m4bp92x20250110_141069,GIÒ CHẢ - THÚY NGUYỄN,GIÒ CHẢ - THÚY NGUYỄN,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOJHQI20250110,m4bjhqi20250110_140907,CHÂN GÀ SỐT THÁI ÂN,CHÂN GÀ SỐT THÁI ÂN,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOEWTW20250110,m4bewtw20250110_141214,TẠP HOÁ VÂN,TẠP HOÁ VÂN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMONMWA20250110,m4bnmwa20250110_140901,CHÂN GÀ SỐT THÁI CHỊ GẤM,CHÂN GÀ SỐT THÁI CHỊ GẤM,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOLKHS20250110,m4blkhs20250110_140978,CỬA HÀNG THỊT,CỬA HÀNG THỊT,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMORDQX20250110,m4brdqx20250110_141244,TẠP HOÁ THANH NGÂN,TẠP HOÁ THANH NGÂN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOXYQ720250110,m4bxyq720250110_140981,CỬA HÀNG TẠP HÓA CHỊ TƯƠI,CỬA HÀNG TẠP HÓA CHỊ TƯƠI,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMODKZC20250110,m4bdkzc20250110_141055,A MÌ BAKERY,A MÌ BAKERY,Bakery & Confectionery,Phạm Thị Mai Chi,FNB,FOOD,BAKERY / SWEETS,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO2BDO20250110,m4b2bdo20250110_141113,LONG 36,LONG 36,Phones/Laptop/PC,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOLIJW20250110,m4blijw20250110_141307,CỬA HÀNG VỊ NGHI,CỬA HÀNG VỊ NGHI,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMO9QFF20250110,m4b9qff20250110_141289,TRÀ SỮA JING CHA,TRÀ SỮA JING CHA,Milk tea shop,Phạm Thị Mai Chi,FNB,BEVERAGE,MILK TEA,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOWRUB20250110,m4bwrub20250110_141198,SỬA XE ANH HIỆP,SỬA XE ANH HIỆP,Auto maintenance,Phạm Thị Mai Chi,SERVICE,HOME & MAINTENANCE,AUTO MAINTENANCE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOQSZ520250110,m4bqsz520250110_141272,BÁNH ĐA QUANG GÁNH,BÁNH ĐA QUANG GÁNH,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOGMWF20250110,m4bgmwf20250110_141120,COFFEE TYTY,COFFEE TYTY,Cafe shop,Phạm Thị Mai Chi,FNB,BEVERAGE,COFFEE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOJODN20250110,m4bjodn20250110_141292,TẠP HOÁ DŨNG HIỀN,TẠP HOÁ DŨNG HIỀN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOUPIG20250110,m4bupig20250110_141066,VNPT VINAPHONE THỚI THUẬN,VNPT VINAPHONE THỚI THUẬN,Phones/Laptop/PC,Phạm Thị Mai Chi,RETAIL,SHOPPING,HOME LIVING / ELECTRONICS,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOG4E820250111,m4bg4e820250111_141534,VIÊN THỊ NHUNG,VIÊN THỊ NHUNG,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOWHHV20250111,m4bwhhv20250111_141461,BÁNH MÌ CÔ BA HÀNG XANH,BÁNH MÌ CÔ BA HÀNG XANH,Fast food,Phạm Thị Mai Chi,FNB,FOOD,FAST FOOD,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMODOWX20250111,m4bdowx20250111_141367,BÁCH HÓA TRƯỜNG THANH,BÁCH HÓA TRƯỜNG THANH,Grocery,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOHCEK20250111,m4bhcek20250111_141393,LÝ LỢI THỊT LỢN ĐEN,LÝ LỢI THỊT LỢN ĐEN,Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOSAYZ20250111,m4bsayz20250111_141616,NGUYỄN THỊ NHƯ YẾN,NGUYỄN THỊ NHƯ YẾN,Street stall,Phạm Thị Mai Chi,FNB,FOOD,COMFORT FOOD / STREET FOOD,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMOR4PW20250111,m4br4pw20250111_141685,TIỆM BÁNH TRÀ - YẾN NHUNG,TIỆM BÁNH TRÀ - YẾN NHUNG,Other Retail,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOWVQ020250111,m4bwvq020250111_141391,TẠP HOÁ ÁNH VÂN,TẠP HOÁ ÁNH VÂN,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO0UXN20250111,m4b0uxn20250111_141517,TẠP HOÁ THU HOÀ,TẠP HOÁ THU HOÀ,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOHAMS20250111,m4bhams20250111_141557,CHỊ NGỌC HOA QUẢ,CHỊ NGỌC HOA QUẢ,Traditional Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
MOMO0T3320250111,m4b0t3320250111_141692,TIỆM THUỐC TÂY NGỌC DIỄM,TIỆM THUỐC TÂY NGỌC DIỄM,Hospital Equiment,Phạm Thị Mai Chi,RETAIL,SHOPPING,HEALTH AND BEAUTY / DRUGSTORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOJ82D20250111,m4bj82d20250111_141384,THỊT HEO HƯNG NHUNG,THỊT HEO HƯNG NHUNG,Market,Phạm Thị Mai Chi,RETAIL,GROCERY,TRADITIONAL MARKET / GROCERY STORE / SPECIALTY STORE,FIXED LOCATION,,04/02/2025,,,,Có mặt bằng,,2
MOMOX1DQ20250111,m4bx1dq20250111_141414,TA DINK - PICKLEBALL,TA DINK - PICKLEBALL,Playground,Phạm Thị Mai Chi,SERVICE,ENTERTAINMENT,SPORTS / RECREATION / PLAYGROUND,MOBILE LOCATION,,04/02/2025,,,,Không có mặt bằng,,2
